"datasetTitle"	"datasetKey"	"datasetType"	"hasEndpoints"	"numOccurrences"	"numNameUsages"	"installationKey"	"installationType"	"organisationKey"	"organisationTitle"	"participantTitle"	"countryOfParticipant"	"gbifRegistrationDate"	"mostRecentCrawlEndpointType"	"mostRecentCrawlEndpointUri"	"mostRecentCrawlDate"	"mostRecentCrawlStatus"	"potentialFalsePositive?(YES/NO)"	"orphaned?(YES/NO)"
"Ratti Master Thesis / Fraser Valley, British Columbia"	"042b2294-d6ec-4a9c-bafe-0be82c035350"	"OCCURRENCE"	"true"	"6848"	"0"	"9978dba2-f762-11e1-a439-00145eb45e9a"	"HTTP_INSTALLATION"	"719e2ab0-91c8-11dc-8602-b8a03c50a862"	"York University"	"Canada"	"Canada"	"2012-06-14"					"FALSE"	"YES"
"Packer Collection /Madagascar"	"776e8e76-65b5-4cb0-ba08-509feb8c8808"	"OCCURRENCE"	"true"	"346"	"0"	"9978dba2-f762-11e1-a439-00145eb45e9a"	"HTTP_INSTALLATION"	"719e2ab0-91c8-11dc-8602-b8a03c50a862"	"York University"	"Canada"	"Canada"	"2012-06-14"					"FALSE"	"YES"
"Packer Collection / Xenochilicola bees, Chile"	"426f591a-e285-444a-97d3-5d52ba17d1f8"	"OCCURRENCE"	"true"	"51"	"0"	"9978dba2-f762-11e1-a439-00145eb45e9a"	"HTTP_INSTALLATION"	"719e2ab0-91c8-11dc-8602-b8a03c50a862"	"York University"	"Canada"	"Canada"	"2012-06-14"					"FALSE"	"YES"
"Morandin PhD Thesis / La Crete, Alberta"	"f2432903-d59c-4e10-8001-7c3be469687a"	"OCCURRENCE"	"true"	"3680"	"0"	"9978dba2-f762-11e1-a439-00145eb45e9a"	"HTTP_INSTALLATION"	"719e2ab0-91c8-11dc-8602-b8a03c50a862"	"York University"	"Canada"	"Canada"	"2012-06-14"					"FALSE"	"YES"
"Knerer collection / Gschwendtner property"	"e316afc7-2ec6-45e6-b48e-8d06d56772b0"	"OCCURRENCE"	"true"	"8006"	"0"	"9978dba2-f762-11e1-a439-00145eb45e9a"	"HTTP_INSTALLATION"	"719e2ab0-91c8-11dc-8602-b8a03c50a862"	"York University"	"Canada"	"Canada"	"2012-06-14"					"FALSE"	"YES"
"Gravel Master Thesis / Chubut, Argentina"	"a646b5c3-237e-4057-84d5-266ea0185e34"	"OCCURRENCE"	"true"	"16866"	"0"	"9978dba2-f762-11e1-a439-00145eb45e9a"	"HTTP_INSTALLATION"	"719e2ab0-91c8-11dc-8602-b8a03c50a862"	"York University"	"Canada"	"Canada"	"2012-06-14"					"FALSE"	"YES"
"Bees of Canada / Joker's Hill collection"	"840c0c39-ebdf-4679-9730-aec440b5cb8e"	"OCCURRENCE"	"true"	"3632"	"0"	"9978dba2-f762-11e1-a439-00145eb45e9a"	"HTTP_INSTALLATION"	"719e2ab0-91c8-11dc-8602-b8a03c50a862"	"York University"	"Canada"	"Canada"	"2012-06-14"					"FALSE"	"YES"
"Bees of Canada / Gschwendtner property collection"	"4d216d91-3754-4121-959b-88fef2947cff"	"OCCURRENCE"	"true"	"9948"	"0"	"9978dba2-f762-11e1-a439-00145eb45e9a"	"HTTP_INSTALLATION"	"719e2ab0-91c8-11dc-8602-b8a03c50a862"	"York University"	"Canada"	"Canada"	"2012-06-14"					"FALSE"	"YES"
"Marsh Monitoring Program - Amphibians"	"82cfd6c6-f762-11e1-a439-00145eb45e9a"	"OCCURRENCE"	"true"	"25526"	"0"	"60219998-f762-11e1-a439-00145eb45e9a"	"DIGIR_INSTALLATION"	"7b3aa470-605f-11d8-b9b2-b8a03c50a862"	"Bird Studies Canada"	"Canada"	"Canada"	"2007-04-03"	"DIGIR"	"http://www.bsc-eoc.org/digir/www/digir.php"	"2017-06-09"	"ABORT"	"FALSE"	"YES"
"Marsh Monitoring Program - Birds"	"82d0e9e4-f762-11e1-a439-00145eb45e9a"	"OCCURRENCE"	"true"	"73544"	"0"	"60219998-f762-11e1-a439-00145eb45e9a"	"DIGIR_INSTALLATION"	"7b3aa470-605f-11d8-b9b2-b8a03c50a862"	"Bird Studies Canada"	"Canada"	"Canada"	"2007-04-03"	"DIGIR"	"http://www.bsc-eoc.org/digir/www/digir.php"	"2017-06-09"	"ABORT"	"FALSE"	"YES"
"BC Coastal Waterbird Survey"	"82d21102-f762-11e1-a439-00145eb45e9a"	"OCCURRENCE"	"true"	"23146"	"0"	"60219998-f762-11e1-a439-00145eb45e9a"	"DIGIR_INSTALLATION"	"7b3aa470-605f-11d8-b9b2-b8a03c50a862"	"Bird Studies Canada"	"Canada"	"Canada"	"2007-04-03"	"DIGIR"	"http://www.bsc-eoc.org/digir/www/digir.php"	"2017-06-09"	"ABORT"	"FALSE"	"YES"
"Canadian Lakes Loon Survey"	"82d32d8a-f762-11e1-a439-00145eb45e9a"	"OCCURRENCE"	"true"	"15883"	"0"	"60219998-f762-11e1-a439-00145eb45e9a"	"DIGIR_INSTALLATION"	"7b3aa470-605f-11d8-b9b2-b8a03c50a862"	"Bird Studies Canada"	"Canada"	"Canada"	"2007-04-03"	"DIGIR"	"http://www.bsc-eoc.org/digir/www/digir.php"	"2017-06-09"	"ABORT"	"FALSE"	"YES"
"Ontario Breeding Bird Atlas 1981-1985"	"82d43810-f762-11e1-a439-00145eb45e9a"	"OCCURRENCE"	"true"	"14885"	"0"	"60219998-f762-11e1-a439-00145eb45e9a"	"DIGIR_INSTALLATION"	"7b3aa470-605f-11d8-b9b2-b8a03c50a862"	"Bird Studies Canada"	"Canada"	"Canada"	"2007-04-03"	"DIGIR"	"http://www.bsc-eoc.org/digir/www/digir.php"	"2017-06-09"	"ABORT"	"FALSE"	"YES"
"Ontario Breeding Bird Atlas 2001-2005"	"82d54d68-f762-11e1-a439-00145eb45e9a"	"OCCURRENCE"	"true"	"190257"	"0"	"60219998-f762-11e1-a439-00145eb45e9a"	"DIGIR_INSTALLATION"	"7b3aa470-605f-11d8-b9b2-b8a03c50a862"	"Bird Studies Canada"	"Canada"	"Canada"	"2007-04-03"	"DIGIR"	"http://www.bsc-eoc.org/digir/www/digir.php"	"2017-06-09"	"ABORT"	"FALSE"	"YES"
"Nearctic Spider Database"	"82db2f8a-f762-11e1-a439-00145eb45e9a"	"OCCURRENCE"	"true"	"0"	"0"	"60220608-f762-11e1-a439-00145eb45e9a"	"DIGIR_INSTALLATION"	"1b02b980-027a-11da-87cd-b8a03c50a862"	"Nearctic Spider Database"	"Canada"	"Canada"	"2007-04-03"	"DIGIR"	"http://www.canadianarachnology.org/digir/digir.php"	"2017-06-09"	"ABORT"	"FALSE"	"YES"
"Canadian Museum of Nature Bird Collection"	"8309005e-f762-11e1-a439-00145eb45e9a"	"OCCURRENCE"	"true"	"88335"	"0"	"6000af80-f762-11e1-a439-00145eb45e9a"	"DIGIR_INSTALLATION"	"a41250f0-7c3e-11d8-a19c-b8a03c50a862"	"Canadian Museum of Nature"	"Canada"	"Canada"	"2007-04-03"	"DIGIR"	"http://digir.chin.gc.ca/digir/DiGIR.php"	"2017-06-09"	"ABORT"	"FALSE"	"YES"
"Canadian Museum of Nature Amphibian and Reptile Collection - Anura"	"830a1f84-f762-11e1-a439-00145eb45e9a"	"OCCURRENCE"	"true"	"17374"	"0"	"6000af80-f762-11e1-a439-00145eb45e9a"	"DIGIR_INSTALLATION"	"a41250f0-7c3e-11d8-a19c-b8a03c50a862"	"Canadian Museum of Nature"	"Canada"	"Canada"	"2007-04-03"	"DIGIR"	"http://digir.chin.gc.ca/digir/DiGIR.php"	"2017-06-09"	"ABORT"	"FALSE"	"YES"
"Canadian Museum of Nature Fish Collection"	"830b4af8-f762-11e1-a439-00145eb45e9a"	"OCCURRENCE"	"true"	"43356"	"0"	"6000af80-f762-11e1-a439-00145eb45e9a"	"DIGIR_INSTALLATION"	"a41250f0-7c3e-11d8-a19c-b8a03c50a862"	"Canadian Museum of Nature"	"Canada"	"Canada"	"2007-04-03"	"DIGIR"	"http://digir.chin.gc.ca/digir/DiGIR.php"	"2017-06-09"	"ABORT"	"FALSE"	"YES"
"Canadian Museum of Nature Mollusc Collection - Unionoida"	"830c7b08-f762-11e1-a439-00145eb45e9a"	"OCCURRENCE"	"true"	"6299"	"0"	"6000af80-f762-11e1-a439-00145eb45e9a"	"DIGIR_INSTALLATION"	"a41250f0-7c3e-11d8-a19c-b8a03c50a862"	"Canadian Museum of Nature"	"Canada"	"Canada"	"2007-04-03"	"DIGIR"	"http://digir.chin.gc.ca/digir/DiGIR.php"	"2017-06-09"	"ABORT"	"FALSE"	"YES"
"Canadian Museum of Nature Herbarium"	"830da118-f762-11e1-a439-00145eb45e9a"	"OCCURRENCE"	"true"	"119403"	"0"	"6000af80-f762-11e1-a439-00145eb45e9a"	"DIGIR_INSTALLATION"	"a41250f0-7c3e-11d8-a19c-b8a03c50a862"	"Canadian Museum of Nature"	"Canada"	"Canada"	"2007-04-03"	"DIGIR"	"http://digir.chin.gc.ca/digir/DiGIR.php"	"2014-01-15"	"ABORT"	"TRUE"	"YES"
"Royal British Columbia Museum"	"843cc7a8-f762-11e1-a439-00145eb45e9a"	"OCCURRENCE"	"true"	"22700"	"0"	"6022683c-f762-11e1-a439-00145eb45e9a"	"DIGIR_INSTALLATION"	"09871350-0a23-11d8-b854-b8a03c50a862"	"Canadian Biodiversity Information Facility"	"Canada"	"Canada"	"2007-04-03"	"DIGIR"	"http://www.cbif.gc.ca/digir/www/DiGIR.php"	"2017-06-09"	"ABORT"	"FALSE"	"YES"
"Provincial Museum of Alberta, Edmonton, AB, Canada. Birds (Aves)"	"843df0c4-f762-11e1-a439-00145eb45e9a"	"OCCURRENCE"	"true"	"26375"	"0"	"6022683c-f762-11e1-a439-00145eb45e9a"	"DIGIR_INSTALLATION"	"09871350-0a23-11d8-b854-b8a03c50a862"	"Canadian Biodiversity Information Facility"	"Canada"	"Canada"	"2007-04-03"	"DIGIR"	"http://www.cbif.gc.ca/digir/www/DiGIR.php"	"2017-06-09"	"ABORT"	"FALSE"	"YES"
"Royal British Columbia Museum Entomology Collection"	"843f1abc-f762-11e1-a439-00145eb45e9a"	"OCCURRENCE"	"true"	"9810"	"0"	"6022683c-f762-11e1-a439-00145eb45e9a"	"DIGIR_INSTALLATION"	"09871350-0a23-11d8-b854-b8a03c50a862"	"Canadian Biodiversity Information Facility"	"Canada"	"Canada"	"2007-04-03"	"DIGIR"	"http://www.cbif.gc.ca/digir/www/DiGIR.php"	"2017-06-09"	"ABORT"	"FALSE"	"YES"
"Canadian National Collection (CNC) of Insects, Arachnids and Nematodes"	"844040a4-f762-11e1-a439-00145eb45e9a"	"OCCURRENCE"	"true"	"44501"	"0"	"6022683c-f762-11e1-a439-00145eb45e9a"	"DIGIR_INSTALLATION"	"09871350-0a23-11d8-b854-b8a03c50a862"	"Canadian Biodiversity Information Facility"	"Canada"	"Canada"	"2007-04-03"	"DIGIR"	"http://www.cbif.gc.ca/digir/www/DiGIR.php"	"2017-06-09"	"ABORT"	"FALSE"	"YES"
"Agriculture and Agri-Food Canada, Fredericton Collection"	"8441659c-f762-11e1-a439-00145eb45e9a"	"OCCURRENCE"	"true"	"73"	"0"	"6022683c-f762-11e1-a439-00145eb45e9a"	"DIGIR_INSTALLATION"	"09871350-0a23-11d8-b854-b8a03c50a862"	"Canadian Biodiversity Information Facility"	"Canada"	"Canada"	"2007-04-03"	"DIGIR"	"http://www.cbif.gc.ca/digir/www/DiGIR.php"	"2017-06-09"	"ABORT"	"FALSE"	"YES"
"Agriculture and Agri-Food Canada, St. Johns, Newfoundland"	"84428b0c-f762-11e1-a439-00145eb45e9a"	"OCCURRENCE"	"true"	"1678"	"0"	"6022683c-f762-11e1-a439-00145eb45e9a"	"DIGIR_INSTALLATION"	"09871350-0a23-11d8-b854-b8a03c50a862"	"Canadian Biodiversity Information Facility"	"Canada"	"Canada"	"2007-04-03"	"DIGIR"	"http://www.cbif.gc.ca/digir/www/DiGIR.php"	"2017-06-09"	"ABORT"	"FALSE"	"YES"
"University of Guelph, Department of Environmental Biology"	"8443c83c-f762-11e1-a439-00145eb45e9a"	"OCCURRENCE"	"true"	"3079"	"0"	"6022683c-f762-11e1-a439-00145eb45e9a"	"DIGIR_INSTALLATION"	"09871350-0a23-11d8-b854-b8a03c50a862"	"Canadian Biodiversity Information Facility"	"Canada"	"Canada"	"2007-04-03"	"DIGIR"	"http://www.cbif.gc.ca/digir/www/DiGIR.php"	"2017-06-09"	"ABORT"	"FALSE"	"YES"
"Lyman Entomological Museum"	"84461682-f762-11e1-a439-00145eb45e9a"	"OCCURRENCE"	"true"	"6987"	"0"	"6022683c-f762-11e1-a439-00145eb45e9a"	"DIGIR_INSTALLATION"	"09871350-0a23-11d8-b854-b8a03c50a862"	"Canadian Biodiversity Information Facility"	"Canada"	"Canada"	"2007-04-03"	"DIGIR"	"http://www.cbif.gc.ca/digir/www/DiGIR.php"	"2017-06-09"	"ABORT"	"FALSE"	"YES"
"Manitoba Museum of Man and Nature"	"84472eb4-f762-11e1-a439-00145eb45e9a"	"OCCURRENCE"	"true"	"29477"	"0"	"6022683c-f762-11e1-a439-00145eb45e9a"	"DIGIR_INSTALLATION"	"09871350-0a23-11d8-b854-b8a03c50a862"	"Canadian Biodiversity Information Facility"	"Canada"	"Canada"	"2007-04-03"	"DIGIR"	"http://www.cbif.gc.ca/digir/www/DiGIR.php"	"2017-06-09"	"ABORT"	"FALSE"	"YES"
"Agriculture and Agri-Food Canada, Saskatoon"	"84498358-f762-11e1-a439-00145eb45e9a"	"OCCURRENCE"	"true"	"372"	"0"	"6022683c-f762-11e1-a439-00145eb45e9a"	"DIGIR_INSTALLATION"	"09871350-0a23-11d8-b854-b8a03c50a862"	"Canadian Biodiversity Information Facility"	"Canada"	"Canada"	"2007-04-03"	"DIGIR"	"http://www.cbif.gc.ca/digir/www/DiGIR.php"	"2017-06-09"	"ABORT"	"FALSE"	"YES"
